a_1 a_2 dec ra psi phi_12 phase incl geocent_time mass_1 mass_2 luminosity_distance tilt_1 tilt_2 theta_jn phi_jl
0.271638265616459 0.2055386741160656 1.008399701201924 6.272598874116664 1.2761210064016844 1.4166775410606585 1.494244423987571 0.7273518124203431 -0.01859522218146976 14.825812650760831 11.106110149990387 1240.4674460578458 1.123893935104415 0.696080024981411 0.7273518123596718 3.1415926535897927
0.08915530607796482 0.2015495812448366 -1.13047159137647 6.173116095830473 2.3584645951529044 5.692261664594835 1.6347526906619825 2.91246700651369 0.05135114628879006 25.169868823224594 22.310582033493894 1937.817329239189 1.7169926672581286 -0.8078819564496225 2.912467006527593 3.1415926535897927
0.26201513470510346 0.5034532290279659 0.36361431192294585 1.3116905451476857 2.4481048204720093 2.4426785712507133 1.035253103753268 0.4980381076841551 -0.05143522468963373 70.45430145751038 30.59793555939805 3024.859593381703 0.3320422006021562 0.08178008942040378 0.498038107715193 0.0
0.2972234846530881 0.10102115997026974 -0.11168749222385374 5.949750031789792 0.7978503604420809 5.304859070623566 2.1216070837883687 6.2667957308732465 0.08994654983468273 13.420046252938285 12.680634415989154 2151.24847671745 1.2238459477274433 -0.06043842632735644 0.016389576317771368 0.0
0.3037256145584376 0.10864979251419676 -0.37259310486175534 4.143595025636978 2.194031621581181 2.035154072312036 6.146692156622425 3.033556316147041 -0.08409102819553299 57.281702059340134 39.98514616411907 4361.995021571241 1.187414780978294 -0.7584692630380081 3.033556316203457 0.0
0.0344229895602509 0.20826016037225525 1.1008700041203057 0.8295393160945287 0.1913011529744384 5.127052620852795 0.682240738571216 4.2842395101162385 0.016678374952628514 55.91185465463236 28.92241797632134 1581.7404119764599 1.2213482207184545 0.8734225737957966 1.998945797049092 -0.0
0.3821569309678289 0.28982662807269083 -0.27816885045446826 2.508285832212062 1.0521016300503738 4.516488667779559 4.301949388820041 3.795709735000208 0.08448068654405735 34.32552925013153 30.673053565274838 3045.266018377292 0.6384601303904318 0.5205794226316173 2.487475572155816 3.1415926535897927
0.1430142120165924 0.07932721462853752 -1.3556886943316948 2.551653556580648 1.3987616186756224 1.792108687077511 3.2380090852919823 2.441069102297436 -0.014659191185427497 39.46671844017436 31.711026617141822 2169.4785201343147 1.0509360543562265 0.7812982098958516 2.4410691023020283 -0.0
0.06258157355806708 0.3580115445004752 0.8301263377736087 4.895022502812165 2.3510278810054297 5.1628409198434335 0.3511541576398445 3.107891553127175 0.005915885697969678 66.16101082234674 66.11408220656476 6172.881976616333 1.2916868210340604 -0.4815280444338752 3.107891553152712 0.0
0.2274470900218427 0.30693585632809034 -1.311028715847652 3.7417614616087 2.307809771810437 6.089543491622423 3.2951513310835643 2.9471663495409066 -0.07633554483879881 36.16711418498574 34.4672237691906 4178.676615398556 0.9156724501518944 -0.2749568036349135 2.947166349554255 -0.0
0.4459112766609737 0.2942345683481079 0.925860753064714 5.057609390882268 3.1377532759675013 4.361656000875788 4.626095380874057 6.176124124004996 0.04638390915969465 70.03301225259149 33.03581033710765 5268.774723845069 1.0968907928791558 0.2317850737735924 0.10706118330687724 3.1415926535897927
0.06228382421341165 0.06786088880398594 1.2142324018747181 6.187787918569926 2.761362555909419 5.6364634367173885 4.330181350861142 0.6730410602046804 -0.09548621415036967 46.98593313985131 33.30667528937489 4283.2350092124825 0.2526649565317001 -0.04324241883510595 0.6730410602078479 0.0
0.11572706404301195 0.14261563612587133 -0.2056441559500249 2.089422144707683 0.14216098640288116 5.146169720834621 5.679182784834825 0.29220163953736683 0.09263535225433206 43.2423315611351 30.55962971757951 3009.837618215769 1.2944200035706688 0.7247324208911601 0.2922016395625377 -0.0
0.19984477919544869 0.35294065749454795 1.068251424693765 0.07458428130989313 2.8793352621514776 1.577934849974097 1.3334870826688623 0.887440381666142 -0.05202997897465831 82.10521832206821 79.06326542154639 3187.2398923413048 0.8405943943811292 -0.32901858506491005 0.8874403816571566 0.0
0.30398166690609185 0.1011040887803062 -0.8367038438991717 2.4818278276754318 0.9581386407259276 4.9610125335670165 4.1944172178886765 2.6598333917298094 0.0396658662638415 42.623098267198976 30.819722696207428 664.4765216350346 1.3627851378909281 -0.8311118192562726 2.6598333917070516 0.0
0.15231153647153328 0.4001584888130568 -0.7771890977537713 1.1918307105841108 0.7035873967912715 1.3435567990136021 0.2692798092267568 2.5552551518130393 0.058262075778977414 46.49338655163457 34.70509200571348 1583.868279395248 0.22546904631638695 -0.08871831801368897 2.555255151817419 0.0
