a_1 a_2 redshift cos_tilt_1 cos_theta_12 mass_1_source mass_ratio dec ra psi phi_1 phi_12 phase incl geocent_time phi_2 mass_1 mass_2 luminosity_distance tilt_1 tilt_2 cos_tilt_2 theta_jn phi_jl h1_snr l1_snr network_snr log_snr
0.20821491860221494 0.16199723043588735 0.06536281840111684 0.6454652992851794 -0.3395595914497601 20.22436308475119 0.6627701938236109 -0.1585816820287333 5.704705212878354 0.21349122603840695 3.1657817063275893 1.6817004488725658 4.074881549922051 6.101529687501102 -0.06526008888322203 5.033737998693115 21.54628445633803 14.280235125305813 303.4541953625101 0.8691640020141816 -0.1569551182701028 0.9877078112836296 0.1816556197227189 3.1415926535897927 43.56566162388496 46.74731143770298 63.90053207431404 1.805504474370865
0.08742194061079027 0.14482095662200373 0.04984611926702207 0.2159744505382873 -0.8078708674235576 32.598185549789875 0.8867521102442283 -1.3092173956008972 0.058309620544296475 0.2596809271249902 6.215593612616148 2.3126617632033657 6.199522253534571 5.529072333757316 0.04090560905998816 0.5282984615284476 34.22307859459322 30.34738716280961 228.89588301812176 1.3531066024938958 -0.5910551149942036 0.830353191821971 0.7541129734136606 3.1415926535897927 71.94809305784094 57.01034359100374 91.79709892487914 1.9628289563556534
0.09256246396294636 0.10877975143216984 0.04629723670835963 0.519106645315351 -0.4789905820765847 31.41080034457069 0.7809547551683533 -0.04121864190186895 2.3522092929311924 0.06666923927579488 3.729194758463272 1.913613936044644 0.12409277921582484 3.6922691411234583 -0.0588734916473864 5.049990621680298 32.8650336033223 25.666104271282283 212.0600253724394 1.0249909226926812 -0.4304757575653729 0.9087673173742852 2.5909161660493645 3.1415926535897927 97.86412226052369 87.44809907039829 131.24235770835924 2.1180740236839353
0.09256246396294636 0.10877975143216984 0.04629723670835963 0.519106645315351 -0.4789905820765847 31.41080034457069 0.7809547551683533 -0.04121864190186895 2.3522092929311924 0.06666923927579488 3.729194758463272 1.913613936044644 0.12409277921582484 3.6922691411234583 -0.0588734916473864 5.049990621680298 32.8650336033223 25.666104271282283 212.0600253724394 1.0249909226926812 -0.4304757575653729 0.9087673173742852 2.5909161660493645 3.1415926535897927 97.86412226052369 87.44809907039829 131.24235770835924 2.1180740236839353
0.08742194061079027 0.14482095662200373 0.04984611926702207 0.2159744505382873 -0.8078708674235576 32.598185549789875 0.8867521102442283 -1.3092173956008972 0.058309620544296475 0.2596809271249902 6.215593612616148 2.3126617632033657 6.199522253534571 5.529072333757316 0.04090560905998816 0.5282984615284476 34.22307859459322 30.34738716280961 228.89588301812176 1.3531066024938958 -0.5910551149942036 0.830353191821971 0.7541129734136606 3.1415926535897927 71.94809305784094 57.01034359100374 91.79709892487914 1.9628289563556534
0.08742194061079027 0.14482095662200373 0.04984611926702207 0.2159744505382873 -0.8078708674235576 32.598185549789875 0.8867521102442283 -1.3092173956008972 0.058309620544296475 0.2596809271249902 6.215593612616148 2.3126617632033657 6.199522253534571 5.529072333757316 0.04090560905998816 0.5282984615284476 34.22307859459322 30.34738716280961 228.89588301812176 1.3531066024938958 -0.5910551149942036 0.830353191821971 0.7541129734136606 3.1415926535897927 71.94809305784094 57.01034359100374 91.79709892487914 1.9628289563556534
0.04477262882293416 0.12733774095807668 0.07927715500361009 0.6834856425653381 0.269442151774219 30.673755060814127 0.566974070161782 0.2549632049049467 5.5504086676089095 2.8140893868164865 4.966392131523125 3.1541554414260458 1.9334175928244448 2.8003957013190197 0.03976787134774978 4.350429601829803 33.105483095313055 18.76995049522172 371.6080124159512 0.818269212930041 0.016079313813431556 0.999870730618836 2.800395701312189 0.0 62.340935972213316 51.66280925806403 80.96566036491463 1.908300862382538
0.0092264884188014 0.11699073275235004 0.016735033787705217 0.3980552570849124 -0.4306572427022158 6.708875932998383 0.6554803720313238 0.5637113594790961 1.2055443635495282 1.6321726359091773 1.6459841556574908 4.026677860977436 6.13265557395255 0.019611726933155042 0.037851214066489884 1.3573504868658697 6.821149198414633 4.47112941425799 75.00954917415659 1.1614003891985256 -0.7710280295371319 0.7171946427898306 0.01961172694577057 0.0 73.78810744422458 96.72912610971764 121.66021797674904 2.0851485902463724
0.0092264884188014 0.11699073275235004 0.016735033787705217 0.3980552570849124 -0.4306572427022158 6.708875932998383 0.6554803720313238 0.5637113594790961 1.2055443635495282 1.6321726359091773 1.6459841556574908 4.026677860977436 6.13265557395255 0.019611726933155042 0.037851214066489884 1.3573504868658697 6.821149198414633 4.47112941425799 75.00954917415659 1.1614003891985256 -0.7710280295371319 0.7171946427898306 0.01961172694577057 0.0 73.78810744422458 96.72912610971764 121.66021797674904 2.0851485902463724
0.3225772264070085 0.10969835286803424 0.07454992875036831 0.9808468773060012 -0.2134765719868742 57.81667601490771 0.8333605923091624 1.2688320520140406 4.000138204763196 0.6879570120264596 5.840457820958595 2.3837300532500194 4.657376634279531 2.999446153491017 0.07045569250056427 2.8064691242795883 62.12690509240222 51.774114426139434 348.3175513098005 0.196033554553582 -0.39030724273078976 0.9247922060774472 2.999446153506504 -0.0 116.50058704603292 92.81366018705252 148.9522148186725 2.173046965264232
