a_1 a_2 redshift cos_tilt_1 cos_theta_12 mass_1_source mass_ratio dec ra psi phi_1 phi_12 phase incl geocent_time phi_2 mass_1 mass_2 luminosity_distance tilt_1 tilt_2 cos_tilt_2 theta_jn phi_jl h1_snr l1_snr network_snr
0.271638265616459 0.2055386741160656 0.2398569488969433 0.4321742193612008 0.737612812784774 11.9576800081258 0.7491063330967185 1.008399701201924 6.272598874116664 1.2761210064016844 0.5141602020164996 1.4166775410606585 1.494244423987571 0.7273518124203431 -0.01859522218146976 2.311246546007655 14.825812650760831 11.106110149990387 1240.4674460578458 1.123893935104415 0.696080024981411 0.767361621704505 0.7273518123596718 3.1415926535897927 11.537476932875023 10.450284989431491 15.566689768122199
0.08915530607796482 0.2015495812448366 0.35364197350997606 -0.1456761119809761 0.039450665090013805 18.59418466314209 0.8864004095606415 -1.13047159137647 6.173116095830473 2.3584645951529044 1.926443078079863 5.692261664594835 1.6347526906619825 2.91246700651369 0.05135114628879006 4.846981480629238 25.169868823224594 22.310582033493894 1937.817329239189 1.7169926672581286 -0.8078819564496225 0.6910309570012353 2.912467006527593 3.1415926535897927 6.316534179139229 4.944718397950603 8.021773125142923
0.26201513470510346 0.5034532290279659 0.515184901909189 0.9453786103471488 -0.10658691315187246 46.498814348489994 0.4342947829502088 0.36361431192294585 1.3116905451476857 2.4481048204720093 3.4152135631289697 2.4426785712507133 1.035253103753268 0.4980381076841551 -0.05143522468963373 5.314096628076432 70.45430145751038 30.59793555939805 3024.859593381703 0.3320422006021562 0.08178008942040378 0.9966578717849686 0.498038107715193 0.0 6.3491519553392575 9.521597578337069 11.444323964122246
0.2972234846530881 0.10102115997026974 0.3866498834047584 0.34003148670153643 0.4840096475234316 9.678035107165565 0.9449024375167678 -0.11168749222385374 5.949750031789792 0.7978503604420809 0.869434283243424 5.304859070623566 2.1216070837883687 6.2667957308732465 0.08994654983468273 4.144904062826278 13.420046252938285 12.680634415989154 2151.24847671745 1.2238459477274433 -0.06043842632735644 0.9981741542010352 0.016389576317771368 0.0 5.453532404663191 6.178044722696903 8.240707025756622
0.3037256145584376 0.10864979251419676 0.6971525482011593 0.3740586647332583 -0.03779387507948971 33.7516519184171 0.6980439604028709 -0.37259310486175534 4.143595025636978 2.194031621581181 4.538548424702087 2.035154072312036 6.146692156622425 3.033556316147041 -0.08409102819553299 4.293351853358892 57.281702059340134 39.98514616411907 4361.995021571241 1.187414780978294 -0.7584692630380081 0.7258897186473827 3.033556316203457 0.0 5.701711689501308 9.165339516027153 10.794117130837735
0.0344229895602509 0.20826016037225525 0.296801940913106 0.3423793211685037 0.5894750169432923 43.11518427807382 0.5172859701216348 1.1008700041203057 0.8295393160945287 0.1913011529744384 5.6115979863094285 5.127052620852795 0.682240738571216 4.2842395101162385 0.016678374952628514 4.024662097600347 55.91185465463236 28.92241797632134 1581.7404119764599 1.2213482207184545 0.8734225737957966 0.6422068034069484 1.998945797049092 -0.0 12.580108188229493 12.281244947280207 17.580901554887742
0.3821569309678289 0.28982662807269083 0.518080415854537 0.8030144096680856 0.8813309685142201 22.61114028719584 0.8935930263961569 -0.27816885045446826 2.508285832212062 1.0521016300503738 0.5310435134247417 4.516488667779559 4.301949388820041 3.795709735000208 0.08448068654405735 3.5678926131263866 34.32552925013153 30.673053565274838 3045.266018377292 0.6384601303904318 0.5205794226316173 0.8675311304199749 2.487475572155816 3.1415926535897927 9.085475952052837 7.795445066788907 11.971417504399964
0.1430142120165924 0.07932721462853752 0.3894359701409365 0.4967588747359877 0.5195064796741258 28.404848649607853 0.8034877960581139 -1.3556886943316948 2.551653556580648 1.3987616186756224 2.5796951002582893 1.792108687077511 3.2380090852919823 2.441069102297436 -0.014659191185427497 4.467394669618526 39.46671844017436 31.711026617141822 2169.4785201343147 1.0509360543562265 0.7812982098958516 0.7099999348985753 2.4410691023020283 -0.0 12.486750353551312 10.203482758327745 16.12544556877128
0.06258157355806708 0.3580115445004752 0.9253712594400036 0.27549972477364565 -0.0908797278604994 34.36272900510094 0.9992906907678908 0.8301263377736087 4.895022502812165 2.3510278810054297 3.0949875732320606 5.1628409198434335 0.3511541576398445 3.107891553127175 0.005915885697969678 1.6204076907981964 66.16101082234674 66.11408220656476 6172.881976616333 1.2916868210340604 -0.4815280444338752 0.8862882684242137 3.107891553152712 0.0 8.279379060820041 4.67308853656602 9.507148579007804
0.2274470900218427 0.30693585632809034 0.6730216171024908 0.6092574787703336 0.5830900667781874 21.61784032870037 0.9529990032630024 -1.311028715847652 3.7417614616087 2.307809771810437 2.7390322093822586 6.089543491622423 3.2951513310835643 2.9471663495409066 -0.07633554483879881 3.3177521462135595 36.16711418498574 34.4672237691906 4178.676615398556 0.9156724501518944 -0.2749568036349135 0.962436926570954 2.947166349554255 -0.0 8.301891468975352 7.278297133352357 11.040607371155396
