,a_1,a_2,redshift,cos_tilt_1,cos_theta_12,mass_1_source,mass_ratio,dec,ra,psi,phi_1,phi_12,phase,incl,phi_2,mass_1,mass_2,luminosity_distance,tilt_1,tilt_2,cos_tilt_2,theta_jn,phi_jl
0,0.3502287350065962,0.4721032912449037,0.853025741449196,0.3554022012456542,-0.744005329233585,30.155200481639632,0.34524008687698254,0.11677558400911955,3.7306633113433403,0.6472847488035666,2.7989290819664547,0.09358755615835196,3.3491812702510004,1.8650042539554779,5.751675940024341,55.87836273103943,19.291450803807596,5584.743726849247,1.2074520010827547,-0.8304779414419106,0.6745229950208891,1.8650042539856648,-0.0
1,0.02723089184148431,0.21391606125758394,0.6579598137485765,0.9890010548450698,0.5768598052100176,31.997742083280936,0.6442630149437886,1.0408495541616913,1.8412164796653772,0.5278728363415328,3.978060380506056,4.719998022077372,3.42306039167951,3.96172815578617,0.824690493919714,53.05097050477145,34.178778203098055,4065.1311940765854,0.14845313942422395,0.6595772439983024,0.7902513597238117,2.3214571513813858,0.0
2,0.22121254697042786,0.1816966047440057,2.0655965201341235,0.6963339663173197,0.19518699565660522,29.159867034105073,0.8850488051369664,-0.020154335475581566,0.05034472804061782,2.7910587988575983,3.1271383634854875,4.812475666063517,3.0963158688032033,2.4915803418868747,1.791052156912004,89.39238690732626,79.1166252206705,16574.64818984997,0.8005194756780459,0.055464595107067985,0.9984622336274048,2.491580341889566,-0.0
3,0.058080336141775046,0.23703217497830492,0.8604355554324585,0.33089910623330254,-0.7602288379085419,7.664783650822691,0.8688812235353703,0.07085240214884606,4.333052863417509,2.7644679726311674,4.672093535664239,3.439672887493084,3.39353549124215,1.6191366890636159,5.622667990596442,14.259836028687939,12.390103776020133,5644.418049750634,1.2335401305930331,-0.048051252090256014,0.9988457606993766,1.6191366890488719,-0.0
4,0.3652016049112763,0.07225430297325483,1.110969839037746,0.2638940477043419,-0.08834914719096887,38.15383842489526,0.5891384799931993,0.5943414339414842,2.2109930970197773,1.8519478507462015,0.3761597634623453,3.033665279977472,1.3460767073531401,0.9920770076440527,1.878729693491821,80.54160215847331,47.45015707185995,7733.090587393541,1.303739181875811,-0.8737012268929931,0.6419931821218468,0.9920770075540367,3.141592653589793
5,0.36784202107890784,0.44176339746789606,0.6612923975030607,0.8840204720383484,-0.8675165325731742,8.722894342030086,0.9429647737230277,-0.28592777086057436,3.9014445752414377,1.771179623905404,1.5713419283904861,4.48768677657336,1.9179944806895064,0.5032306024912508,1.7757386017530443,14.491278054637045,13.664764731748297,4090.195449089097,0.4864019651387974,-0.9935414539316927,0.5457256784795955,0.5032306024609313,0.0
6,0.25011909046202657,0.3261936092057407,1.1329267720733944,-0.4087784099669862,-0.12727324410735025,30.40547483087251,0.4274059294753492,-1.2244069393026156,5.941591152553606,1.5409101894703345,0.35018775365755545,1.8862247665150045,0.021859410070679704,4.474318953768231,1.4681954845142398,64.85265128437175,27.718407701137608,7922.100962531837,1.9919114543585514,0.08348476168792568,0.9965171708458598,1.8088663534461902,-0.0
7,0.025519020897419593,0.14798781678324396,0.3977539125608532,0.7845288471149313,-0.4602685706141045,8.786295360701402,0.6181343915443737,0.6991953021536421,1.7114908687081745,0.7127139524839489,0.06862256746251591,2.1866690490928002,4.747116499996039,4.922515270417206,1.6720187521601995,12.281078717335657,7.591357120448833,2224.1003134173116,0.6688603762513857,-0.6475444672401396,0.7975674520521636,1.360670036753092,0.0
8,0.37775125041963536,0.17861779241503153,0.8562149039171391,0.6914173799538066,-0.4334675230759332,27.709002788196706,0.34713063002019434,-0.9424044866462189,4.77937646933365,0.13072177951950187,5.91578062172322,1.7630601423180472,2.8754091148217054,4.340698630929138,1.5938878049147642,51.433863948132284,17.85426959668812,5610.41118799086,0.8073472188825445,-0.6453553581985383,0.7988860756984344,1.9424866763441855,0.0
9,0.2927458169537414,0.22196123740316276,0.7322702169103772,0.9994836131313891,0.2239285486503612,8.62204732574662,0.7550834650470779,0.11692009311792627,1.5758558790632238,2.5432450307267063,4.002942860507366,3.7407527526388846,5.222554521080402,3.562634563496257,6.018936638607742,14.935715791182634,11.277712032564542,4631.776729845049,0.032138180324907284,0.2540593141612243,0.9679001511996977,2.7205507436734693,0.0
