a_1 a_2 cos_tilt_1 cos_tilt_2 dec incl iota luminosity_distance mass_1 mass_2 phase phi_1 phi_12 phi_2 phi_jl psi ra theta_jn tilt_1 tilt_2 geocent_time
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 200.00000000000003 15.000000000000004 15.000000000000004 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 285.99382966174574 20.002507964744705 20.002507964744705 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 408.96235302295804 26.67335499197835 26.67335499197835 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 584.8035476425734 35.56893304490063 35.56893304490063 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 836.2510309503735 47.431191101873054 47.431191101873054 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 1195.8131745004018 63.24951851950291 63.24951851950291 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 1709.9759466766982 84.34326653017492 84.34326653017492 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 2445.2128480976894 112.47179070282725 112.47179070282725 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 3496.578933827813 149.9811926228267 149.9811926228267 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
0.389904504601928 0.1418128960775321 0.9328944117496468 0.8029568249927979 0.9646705051434916 5.804161943126117 0.48066097 4999.999999999999 200.00000000000003 200.00000000000003 5.085901425161205 4.797048641494505 1.368807147538346 3.024263135443057 0.0 1.0615357991139194 1.6706990245656723 0.4790233640325695 0.36842866945870006 -0.6385567492319952 0.0
