dec ra theta_jn geocent_time luminosity_distance psi phase mass_1 mass_2 a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl
0.13596045944430135 5.164754897519873 0.15565956448895496 0.0 342.2250216822172 2.3791287085146062 0.1 25.574740602153234 25.574740602153234 0.6 0.6000000000000001 0.9464668166489699 0.6640845977998142 5.28844788340422 1.3086248051990772
-0.533007022881434 1.0455107634041807 1.2269631368327132 0.0 334.87972017754083 0.341452015705022 0.1 56.87440532835858 56.87440532835858 0.6000000000000001 0.6000000000000001 0.8097166604301091 1.2305090549019628 4.6443532713696865 2.376897181890326
0.2982703743139139 4.249384385870417 3.019517245112129 0.0 246.09223284923013 0.2331612262399563 0.1 38.499129433932964 38.499129433932964 0.6 0.6 0.4241817477258872 1.697410237286758 0.3638598919268754 2.7702020103035623
-0.4326574883495246 5.692005355394535 1.7566907823464846 0.0 299.3093133213687 0.928160532304813 0.1 68.64177329243209 68.64177329243209 0.6 0.6000000000000001 0.9978540425830886 1.0875443303127268 1.9580899891438763 4.656440591117855
-1.285163725890073 3.2898662937175684 3.0109158484569103 0.0 302.56657090491484 1.6896062781282235 0.1 17.323344615857998 17.323344615857998 0.6 0.5999999999999999 0.27387814102743896 1.965083147043749 5.347700808618146 2.4738219940918933
0.605909221052185 1.1625441993101688 2.036775451774364 0.0 323.1927238260868 3.013674569621337 0.1 22.186785791935247 22.186785791935247 0.6 0.6 0.2985135872904161 1.6739856488702778 5.8710204895455576 1.9632646167070469
-1.0320587387113662 5.3681495163503 0.24229580745318885 0.0 376.64970857252763 1.1426784150902465 0.1 68.01077720934784 68.01077720934784 0.6 0.6 1.3710364683113447 1.2840139975571887 4.955535224390396 1.6140009031349998
0.4627627764570826 3.127054155666281 1.4607449353112 0.0 289.02551643336847 3.0713713281175283 0.1 64.31903192030062 64.31903192030062 0.6 0.6 0.6916226386296275 2.9132270790262216 4.882975495303429 4.622845185452039
-0.4742631441922234 4.825349210129368 1.2268250583447096 0.0 280.29747145154687 2.2053682067706366 0.1 31.02746566085545 31.02746566085545 0.6000000000000001 0.6 0.5170902883748046 0.3235532304538011 2.9019833761348584 2.252049232132713
0.15569578229260195 2.6402505413680357 2.5891798647676074 0.0 224.0826800145772 3.0158595214062887 0.1 18.111124137539587 18.111124137539587 0.6000000000000001 0.6 1.742319620886305 0.9364475256446192 4.553994655803613 4.781380631542729
-0.9815466385183949 3.434434992232148 2.6371689410104056 0.0 387.91082693107137 1.9219738282323733 0.1 23.776801654214424 23.776801654214424 0.6 0.6000000000000001 1.1512104795076061 2.203816722609442 4.984799154983334 4.745766767846957
-0.4741891129680915 3.4212940499883886 1.6430872947203268 0.0 256.0304889390094 0.7786450094859669 0.1 28.459736591023198 28.459736591023198 0.6000000000000001 0.6 1.3083561011053295 0.6292512053379862 2.9304101792250665 4.85154952163948
0.1032992890741402 0.14518849546152046 2.675005082162642 0.0 335.56161228107305 1.4945654145839382 0.1 18.12815171217553 18.12815171217553 0.6 0.6 1.3836463206167833 0.549928720720443 4.583740566584962 4.999480005921344
0.4015597650840437 3.4154431422887366 1.4737636942329126 0.0 333.09880388548385 2.1020245273981693 0.1 65.46518009535107 65.46518009535107 0.6000000000000001 0.6 0.8081609449572255 0.7558128578666646 2.6838365483986344 0.9891273123676232
-1.1849413417508838 1.3481210358113889 2.037508458294333 0.0 366.6116146359548 2.311360717229066 0.1 43.08291450643461 43.08291450643461 0.6 0.6 1.024283705096427 2.854644881865516 5.50993299276132 0.7195513506467986
-1.2942407279270411 0.03455182825269374 1.4576827144644389 0.0 246.0716348179909 2.225294855748443 0.1 51.047582974747115 51.047582974747115 0.6 0.6 0.5014665542296508 1.3114220145949351 5.446539347720917 2.2551223239433464
-0.7721162811473333 5.304928939883012 0.7602688133630073 0.0 254.46443796314773 0.5157220223736488 0.1 44.964787313158425 44.964787313158425 0.6 0.6 0.3796897550728274 1.3589566052027984 5.097739567342106 3.8071144326294286
-0.9067680230171934 3.2046976818119166 1.4249578934927292 0.0 342.58586669279214 2.677405628494544 0.1 65.59995445325507 65.59995445325507 0.6 0.5999999999999999 1.0948636822274058 2.44350578739079 5.3516427759606575 3.9287853926514464
-0.2324392221090829 5.631062659759466 2.2435393269960526 0.0 385.78796909236894 1.3497304574591371 0.1 54.0441190668496 54.0441190668496 0.6000000000000001 0.6 1.1959095283622585 0.6019429888534579 1.1215819325651912 0.33536172161767897
0.07157810094640954 4.434225944105188 0.5128298038115348 0.0 314.24802106603295 1.2342922638562062 0.1 51.298400691061104 51.298400691061104 0.5999999999999999 0.5999999999999999 1.1413821517720324 1.4964369857724429 0.35089779287468403 2.8894011744943486
0.659469491502775 3.8184075850498234 1.7647977829578043 0.0 208.0877812796634 0.5365467592248776 0.1 58.02818790110012 58.02818790110012 0.6 0.6 1.1084394506370414 2.011835664850348 1.8461733952932922 3.556131168384589
-0.6821210271583686 5.411499041115439 0.5573886273689331 0.0 364.4551911884963 0.3368225026650587 0.1 53.443588261000606 53.443588261000606 0.6 0.5999999999999999 1.2134620804322496 1.1240638467848578 1.2910122998084486 1.7637058218122237
0.3657635079663198 5.667450699744536 1.656125424806113 0.0 290.7916350849353 0.8080421185131275 0.1 49.15538882126463 49.15538882126463 0.6 0.6 1.2848605062464578 1.8816353645738164 5.538198122695992 0.6844300803926128
0.07899396880051987 1.5096129852439752 0.19344767066935908 0.0 234.64932471867525 3.0523588894401987 0.1 17.869516167779203 17.869516167779203 0.6 0.6 0.9693578909397692 1.059063339247386 5.857452716096711 0.5065733183968696
0.6276838214291156 4.427179653162146 0.7011797110956209 0.0 231.9078141824046 1.255285587665136 0.1 19.655695707561325 19.655695707561325 0.6000000000000001 0.6000000000000001 1.2426025121871491 0.288019728528627 1.8072231002314136 5.436335560764762
-0.1478850106511437 0.9548159267346508 3.1271494186967383 0.0 355.2541186582463 2.850264038565573 0.1 40.279819346636145 40.279819346636145 0.6 0.6 0.9672176136448964 0.16143174498193 5.724197853968558 3.4038548686437444
0.37786306059735775 5.282358830642015 2.033333170954984 0.0 336.5869849607596 1.6426832397445053 0.1 43.158859951975785 43.158859951975785 0.6 0.6 0.30692583345474805 0.8172643993965584 5.828562888932593 3.259383156478705
-1.0876699958640372 5.180664326876364 0.757785734621515 0.0 245.0327731918572 0.8765592782553602 0.1 45.88132641210709 45.88132641210709 0.6 0.6 0.4418706734223885 1.7774324035254483 3.524737517518078 5.849779738567606
-0.6396310787651659 1.6764333960307811 2.5820925082732504 0.0 364.63222617813994 1.3295947652975049 0.1 36.36141380287346 36.36141380287346 0.6 0.6 0.7070701703488448 0.7451232542383852 5.32158872649422 0.14927553665054816
-1.1106423882610292 4.509641409687884 2.772978766754376 0.0 304.0513237875065 1.152444815289176 0.1 23.029502288522504 23.029502288522504 0.6 0.5999999999999999 0.5396134322641867 1.2708766415094777 3.7894211775301234 0.7716399191674367
0.11384790314629815 5.856164667276702 2.31826020974 0.0 385.88646840844 2.5263436206637797 0.1 24.85043486667329 24.85043486667329 0.6 0.6 0.2091452507674624 1.5532887717534811 4.6040030205471165 0.7887535059513463
-0.4088990601398904 3.436160272693748 0.9911024851985121 0.0 318.0856232190592 0.3056466411865143 0.1 20.981410075935614 20.981410075935614 0.6 0.6000000000000001 1.0624208370394606 2.3929918496060667 4.9046319881547245 0.4193802250809714
0.2958143856287584 5.0444966369092805 0.8206829450528096 0.0 393.426947229736 2.720910945319714 0.1 38.76326104516406 38.76326104516406 0.6 0.6000000000000001 0.9465460427695921 0.9509635354197328 5.941995152807722 2.0172301295660002
0.4748454568059214 3.710438896633175 2.944066239412004 0.0 292.1491950484288 0.6477412000702241 0.1 28.238106813799728 28.238106813799728 0.6 0.6 0.8805109169847248 1.1871169483581876 2.6342988776341096 6.164157436530626
-0.3614587962882992 1.351959581245077 2.6796360748184127 0.0 267.6755773059146 1.5240079570113017 0.1 56.07990507434333 56.07990507434333 0.6 0.6000000000000001 0.6811916063651733 0.7778989004387671 1.5393378451449138 3.66059422984477
-0.031304905211893615 5.700195467480057 0.413027028573783 0.0 263.06005213534286 0.1555561537816142 0.1 22.164136617477457 22.164136617477457 0.5999999999999999 0.6000000000000001 1.4615091872222663 1.1170640435012111 2.282007595903268 2.3608741451550554
1.4246174764193902 1.1382700152758989 1.738738303288289 0.0 322.16492093528257 1.4909978453117518 0.1 56.626058431864564 56.626058431864564 0.6 0.6 1.1607612213241043 0.4725377666460805 5.03241154721392 5.4932920293864855
-1.3598095160816943 6.149884956176338 2.1277013186047418 0.0 319.9617394700382 1.4147803905786775 0.1 42.09219266665345 42.09219266665345 0.6 0.6 0.4879000276256695 1.085299897187863 1.7257587239759706 0.18381316103021594
0.06014863661287621 5.2153329119459 1.6479150186810998 0.0 265.2389092194799 0.3803428982448903 0.1 67.69500113941699 67.69500113941699 0.6 0.6 0.9758384852386128 2.0625957261504757 1.4250674353235562 3.5646978146790405
-0.4371706080162919 3.6906837390884766 1.2078402124181709 0.0 396.41892415883416 2.156452236012356 0.1 48.696155766032454 48.696155766032454 0.6 0.6 0.9591481496932812 2.643041648118845 0.030456078017591093 4.5996605196604685
