mass_1 mass_2 tilt_1 tilt_2 phi_12 a_1 a_2 phi_jl theta_jn ra dec luminosity_distance geocent_time psi phase reference_frequency h1_snr l1_snr network_snr chirp_mass duration cos_tilt_2 cos_tilt_1 mass_ratio
25.574740602153234 25.574740602153234 0.94646681664897 0.6640845977998142 5.28844788340422 0.6 0.6000000000000001 1.3086248051990772 0.15565956448895496 5.164754897519873 0.13596045944430135 342.2250216822172 0.0 2.3791287085146062 0.1 20.0 64.67396747443047 45.59743893627296 79.13184255677879 22.264104837356744 4 0.7874813126344455 0.5845533989203682 1.0
56.87440532835858 56.87440532835858 0.8097166604301091 1.2305090549019628 4.644353271369687 0.6000000000000001 0.6000000000000001 2.376897181890326 1.2269631368327132 1.0455107634041807 -0.533007022881434 334.87972017754083 0.0 0.341452015705022 0.1 20.0 44.33029934918801 36.298021281040256 57.295041576976566 49.51204559573461 4 0.3337579052938932 0.6897036244885455 1.0
38.499129433932964 38.499129433932964 0.4241817477258872 1.697410237286758 0.3638598919268754 0.6 0.6 2.7702020103035623 3.019517245112129 4.249384385870417 0.2982703743139139 246.09223284923013 0.0 0.2331612262399563 0.1 20.0 38.44022677080866 77.76453090798195 86.74660397692624 33.51543881512073 4 -0.1262758885446638 0.9113758103467562 1.0
68.64177329243209 68.64177329243209 0.9978540425830886 1.0875443303127268 1.9580899891438763 0.6 0.6000000000000001 4.656440591117855 1.7566907823464846 5.692005355394535 -0.4326574883495246 299.3093133213687 0.0 0.928160532304813 0.1 20.0 38.522835876945756 47.06195032897025 60.81805696311386 59.75613440537161 4 0.4646612330595717 0.5421068213015672 1.0
17.323344615857998 17.323344615857998 0.27387814102743896 1.9650831470437495 5.347700808618146 0.6 0.5999999999999999 2.4738219940918933 3.0109158484569103 3.2898662937175684 -1.285163725890073 302.56657090491484 0.0 1.6896062781282235 0.1 20.0 69.66909403330216 60.282217745735224 92.12886865562464 15.080847413508055 4 -0.38414982854236746 0.9627292292935324 1.0
22.186785791935247 22.186785791935247 0.2985135872904161 1.6739856488702778 5.8710204895455576 0.6 0.6 1.9632646167070469 2.0367754517743637 1.1625441993101688 0.605909221052185 323.1927238260868 0.0 3.013674569621337 0.1 20.0 28.95297067921145 40.99603949139251 50.189139912246866 19.314718868899668 4 -0.103006292275305 0.9557746985840836 1.0
68.01077720934784 68.01077720934784 1.3710364683113447 1.2840139975571887 4.955535224390396 0.6 0.6 1.6140009031349998 0.24229580745318885 5.3681495163503 -1.0320587387113662 376.64970857252763 0.0 1.1426784150902465 0.1 20.0 65.61288071417778 45.31679588043409 79.74121960743923 59.206820409804955 4 0.28286743683557475 0.1984339703946741 1.0
64.31903192030062 64.31903192030062 0.6916226386296275 2.9132270790262216 4.882975495303429 0.6 0.6 4.6228451854520385 1.4607449353112 3.127054155666281 0.4627627764570826 289.02551643336847 0.0 3.0713713281175283 0.1 20.0 32.406675999745524 50.436820957088614 59.950525916040924 55.99296946887908 4 -0.9740377066030064 0.7702121303010534 1.0
31.02746566085545 31.02746566085545 0.5170902883748046 0.3235532304538011 2.9019833761348584 0.6000000000000001 0.6 2.252049232132713 1.2268250583447096 4.825349210129368 -0.4742631441922234 280.29747145154687 0.0 2.2053682067706366 0.1 20.0 42.87604104783289 37.334848126669925 56.85284320574442 27.010977708708854 4 0.9481117006972152 0.8692612818919756 1.0
18.111124137539587 18.111124137539587 1.742319620886305 0.9364475256446192 4.553994655803613 0.6000000000000001 0.6 4.781380631542729 2.5891798647676074 2.6402505413680353 0.15569578229260195 224.0826800145772 0.0 3.015859521406289 0.1 20.0 52.75947474779198 58.08777383508277 78.4713428251271 15.766649319861116 4 0.5926531268587717 -0.17068348765095998 1.0
23.776801654214424 23.776801654214424 1.151210479507606 2.203816722609442 4.984799154983334 0.6 0.6000000000000001 4.745766767846957 2.6371689410104056 3.434434992232148 -0.9815466385183949 387.91082693107137 0.0 1.9219738282323733 0.1 20.0 63.20578961529571 61.289702665914774 88.0420325399707 20.69890807345658 4 -0.5915826298154554 0.4073822598387658 1.0
28.4597365910232 28.4597365910232 1.3083561011053295 0.6292512053379862 2.9304101792250665 0.6000000000000001 0.6 4.85154952163948 1.6430872947203268 3.4212940499883886 -0.4741891129680915 256.0304889390094 0.0 0.7786450094859669 0.1 20.0 43.37108130831928 49.40998593425461 65.7449420402519 24.77563972057456 4 0.8084684301929742 0.2594379937839507 1.0
18.12815171217553 18.12815171217553 1.3836463206167833 0.549928720720443 4.583740566584962 0.6 0.6 4.999480005921344 2.675005082162642 0.14518849546152046 0.1032992890741402 335.56161228107305 0.0 1.4945654145839382 0.1 20.0 52.57323872533666 63.68523408580942 82.58180471893056 15.781472684552007 4 0.8525617766628601 0.1860594257627374 1.0
65.46518009535107 65.46518009535107 0.8081609449572255 0.7558128578666646 2.6838365483986344 0.6000000000000001 0.6 0.9891273123676232 1.4737636942329126 3.415443142288737 0.4015597650840437 333.09880388548385 0.0 2.1020245273981693 0.1 20.0 56.4976788555479 62.56236175738051 84.29731208482256 56.99074940829007 4 0.7277142603604803 0.6908292701972749 1.0
43.082914506434605 43.082914506434605 1.024283705096427 2.854644881865516 5.50993299276132 0.6 0.6 0.7195513506467986 2.037508458294333 1.3481210358113889 -1.1849413417508838 366.6116146359548 0.0 2.311360717229066 0.1 20.0 53.29121410350093 41.73198836438845 67.68686987496636 37.50585549201539 4 -0.9591122020813042 0.5197109810297434 1.0
51.047582974747115 51.047582974747115 0.5014665542296508 1.3114220145949351 5.446539347720917 0.6 0.6 2.2551223239433464 1.4576827144644389 0.03455182825269374 -1.2942407279270411 246.0716348179909 0.0 2.225294855748443 0.1 20.0 45.115178557866614 43.522975797226344 62.68675106076352 44.43950211357173 4 0.2564758431905926 0.8768785148470508 1.0
44.964787313158425 44.964787313158425 0.3796897550728274 1.3589566052027984 5.097739567342106 0.6 0.6 3.8071144326294286 0.7602688133630073 5.304928939883012 -0.7721162811473333 254.46443796314773 0.0 0.5157220223736488 0.1 20.0 51.224739228570826 45.33878937685064 68.40745376926047 39.144120923960465 4 0.2102588506486378 0.9287796670758096 1.0
65.59995445325507 65.59995445325507 1.0948636822274058 2.44350578739079 5.3516427759606575 0.6 0.5999999999999999 3.9287853926514464 1.4249578934927292 3.204697681811917 -0.9067680230171934 342.58586669279214 0.0 2.677405628494544 0.1 20.0 56.29106936777643 49.60979040026687 75.03209842544875 57.10807730148127 4 -0.7660732614735876 0.4581676421820519 1.0
54.044119066849596 54.044119066849596 1.1959095283622585 0.6019429888534579 1.1215819325651912 0.6000000000000001 0.6 0.33536172161767897 2.2435393269960526 5.631062659759466 -0.2324392221090829 385.78796909236894 0.0 1.3497304574591371 0.1 20.0 53.39887170083952 60.682261870874655 80.83177843328778 47.0481382964887 4 0.8242369636626129 0.3661671918182128 1.0
51.2984006910611 51.2984006910611 1.1413821517720324 1.4964369857724429 0.35089779287468403 0.5999999999999999 0.5999999999999999 2.8894011744943486 0.5128298038115348 4.434225944105188 0.07157810094640954 314.24802106603295 0.0 1.2342922638562062 0.1 20.0 16.09426950361923 66.49679736533689 68.41673458081587 44.657851617793504 4 0.07429083397059172 0.4163382360870165 1.0
58.02818790110012 58.02818790110012 1.1084394506370414 2.011835664850348 1.846173395293292 0.6 0.6 3.556131168384589 1.7647977829578043 3.818407585049824 0.659469491502775 208.0877812796634 0.0 0.5365467592248776 0.1 20.0 69.85647661408535 58.3160783312005 90.99830941762032 50.51647166435603 4 -0.42687957767611096 0.4460587567425395 1.0
53.44358826100061 53.44358826100061 1.2134620804322496 1.1240638467848578 1.2910122998084486 0.6 0.5999999999999999 1.7637058218122237 0.5573886273689331 5.411499041115439 -0.6821210271583686 364.4551911884963 0.0 0.3368225026650587 0.1 20.0 41.69998919554624 40.25695059795832 57.96129027510628 46.525345865180206 4 0.4320209884465894 0.3497781141957264 1.0
49.15538882126463 49.15538882126463 1.2848605062464578 1.8816353645738164 5.538198122695992 0.6 0.6 0.6844300803926128 1.656125424806113 5.667450699744535 0.3657635079663198 290.7916350849353 0.0 0.8080421185131275 0.1 20.0 77.92838944193336 61.36463735399565 99.1889741785902 42.79225142739192 4 -0.3058575728147053 0.2820553991450875 1.0
17.869516167779203 17.869516167779203 0.9693578909397692 1.059063339247386 5.857452716096711 0.6 0.6 0.5065733183968696 0.19344767066935908 1.5096129852439752 0.07899396880051987 234.64932471867525 0.0 3.0523588894401987 0.1 20.0 35.821831141059775 47.16872208930661 59.22914763726421 15.556317365689381 4 0.4896889684318106 0.565829081176509 1.0
19.655695707561325 19.655695707561325 1.2426025121871491 0.288019728528627 1.8072231002314136 0.6000000000000001 0.6000000000000001 5.436335560764763 0.7011797110956209 4.427179653162146 0.6276838214291156 231.9078141824046 0.0 1.255285587665136 0.1 20.0 45.66487826910828 28.187856684475975 53.66410692257009 17.111276970194716 4 0.9588082593120152 0.32233377289903964 1.0
40.279819346636145 40.279819346636145 0.9672176136448964 0.16143174498193 5.724197853968559 0.6 0.6 3.4038548686437444 3.1271494186967383 0.9548159267346508 -0.1478850106511437 355.2541186582463 0.0 2.850264038565573 0.1 20.0 34.58763186413923 84.51536732738154 91.3189552746386 35.065619421680196 4 0.98699816855539 0.5675924907714023 1.0
43.158859951975785 43.158859951975785 0.30692583345474805 0.8172643993965584 5.828562888932593 0.6 0.6 3.259383156478705 2.0333331709549842 5.282358830642015 0.37786306059735775 336.5869849607596 0.0 1.6426832397445053 0.1 20.0 72.16219116999079 42.55173187840536 83.7736934861177 37.57196984241104 4 0.6842187750627151 0.9532668694524616 1.0
45.88132641210709 45.88132641210709 0.4418706734223885 1.7774324035254483 3.5247375175180786 0.6 0.6 5.849779738567606 0.757785734621515 5.1806643268763635 -1.0876699958640372 245.0327731918572 0.0 0.8765592782553602 0.1 20.0 70.77379817028275 55.69824122948428 90.06233720876745 39.94201455283316 4 -0.2051687056358925 0.9039532869956944 1.0
