a_1 a_2 cos_tilt_1 cos_tilt_2 mass_ratio mass_1_source mass_2_source redshift cos_theta_12 chi_p chi_eff
0.7922363576639998 0.617665664562 -0.8167868145038859 0.029916039454094764 0.9929395075130002 80.52309216616246 79.95455947889273 0.6125194215351266 0.23610940131185365 0.6136509671429272 -0.31548401869146675
0.7628975911468572 0.5689388979360878 0.2684361585714202 0.8367583605869752 0.8791248725229942 74.0997383096333 65.14292299544361 1.0420239842917804 -0.2882987768195893 0.7348973245935867 0.3317019240261869
0.15907645084177413 0.8428838493341864 0.5587391120959568 0.21080670475845253 0.9904287034162766 66.53445405279983 65.89763306002439 1.050602793168394 -0.1771199363776055 0.8149357570189397 0.13307038828275505
0.810664502375 0.256029601326 -0.3049722793422028 -0.2401453882827449 0.452066930014 114.2653466035442 51.65558444602605 0.5173080479206487 -0.8491514452618486 0.7720454410254611 -0.18940258657829168
0.7204984374083565 0.3125268736589161 0.6082028435622433 0.06960045974299679 0.7042749052973594 88.97157507320111 62.66044760883561 0.8609018979413896 -0.748956313684552 0.5719184353850795 0.2661123476421381
0.5674907501886092 0.8585404634311837 -0.02517490193815394 0.16933666257145907 0.7493220168993727 91.50435769352072 68.56622986199058 0.7642144864756275 0.28491893896508863 0.6085942084631459 0.05410764334652381
0.998032507999 0.31012162090100004 -0.23691118618037746 -0.3138184706429447 0.8265006388320002 104.71162181951266 86.54422232692718 0.41950365601444395 -0.43454183318402206 0.9696198313135732 -0.1734911365433276
0.6574677465932741 0.9836870918627404 0.4850621578868816 -0.9543623149794316 0.5860268975058283 97.11280234769195 56.91071426791464 0.6531733704306104 -0.6744180611598527 0.5749421817390425 -0.14580190748004215
0.7824394494869998 0.752086466658 -0.13459552449000806 0.4711558769028645 0.8334763281499998 95.85396154542069 79.89200790749891 0.5600734449471906 -0.10744699270077517 0.7753197375493402 0.1036443454822689
0.7524915052799998 0.7474571024590002 -0.04391179865777478 0.9013686630394068 0.933453354448 100.33826038200304 93.66108573308556 0.5453332498458516 -0.23146320455015512 0.7517656607859048 0.30818244842268305
0.9777408660512964 0.4320011774285461 -0.2098488820521883 -0.5916406909405526 0.6210260715184382 88.70379760035557 55.087370952515485 0.8430538831544425 -0.2700408726382181 0.9559703238993558 -0.22449087137761736
0.934628395015745 0.8198009481285712 -0.11257960497264632 0.7995886277350029 0.8874796663818738 70.91716583066949 62.93754267215057 1.0891704434242209 -0.25865934227275433 0.9286866900473948 0.25246679680850004
0.46355800679399994 0.525655287078 -0.12424308943393587 0.4552945507854938 0.982005396836 93.40161844261101 91.72089338383292 0.4480833657406487 0.824384243158307 0.4607844148961161 0.08951917926897242
0.05473741202387722 0.16529485299224828 0.4983194137699202 -0.04305073071508042 0.5221844346938815 96.74807037269836 50.52033643529135 0.6875872182110173 -0.6346131582704947 0.07883228644968622 0.015478293280375257
0.8099178601970001 0.0699571163255 -0.07554721244438223 -0.7627971410753082 0.925986147631 78.22542941315878 72.43566402909889 0.7680940972467707 0.3337451600624099 0.8076032975426866 -0.05742539598907297
0.6984539880589999 0.212463968363 0.29136436216257033 0.8535601238236387 0.656744503447 98.69303766906782 64.81611001767861 0.7288973369342198 0.6173441062757091 0.6681495721167303 0.19472267576931576
0.9155303275962572 0.9039731798251768 0.8493672749338633 -0.4054162797307633 0.9086098115231712 87.90413819062908 79.8705624334943 0.7899879339361948 0.09987218417542955 0.7406283576665228 0.2329597317395257
0.5683024418768259 0.49334200198101297 -0.5640046679640472 0.6399180092278174 0.6888075823616542 97.31805656254281 67.03341526097981 0.484667124695458 -0.2850685406607541 0.4692880164194276 -0.061031083448040126
0.9630564414140936 0.7689101008794547 0.3795010686853537 0.2531225225655596 0.8662637259406626 78.87402340177398 68.32570539195174 0.9143191458689952 -0.24303609733091613 0.8910114395849263 0.28617634260828634
0.8924846797484914 0.07505526934153639 0.11988326138369935 0.2088023295759681 0.6972706617156965 76.57176376400675 53.39124438846698 1.0815181624269976 -0.2812664252701595 0.8860480760561492 0.06947707513655822
0.8617419614057551 0.4978471552675421 -0.8921084352230955 0.055878374056189374 0.6975634743239277 103.49349888709033 72.19328465361825 0.3810607988445144 0.39474786397243605 0.389353423494766 -0.4414337624680105
0.9294566269619999 0.277116740934 -0.5743238616616956 0.7300088164249696 0.8439754175220002 92.97517676309955 78.46876362777985 0.4086349126682085 -0.8326802473191653 0.7608793897189928 -0.19689788721294826
0.210834372747 0.45136550790200003 0.12259538217446835 0.37813420288089 0.653680949986 92.66984036489269 60.57650928477891 0.7373170102167615 -0.7645465475747325 0.2899894073929711 0.0830967132550231
0.57653727408 0.820567859924 0.7938479775809218 -0.4581898700700612 0.720066708913 98.24349227254757 70.74186815284861 0.6639108221693205 0.1397740757714696 0.5501937095205862 0.10869068782872733
0.589675970785 0.553852594601 -0.5242737381478524 -0.2308414740593643 0.978444089622 88.02158430329914 86.1241989206925 0.4784661174875302 0.1847999306095556 0.528921406797221 -0.21948955116701485
0.12063610331365535 0.8195133899702408 0.7235210661511449 0.17095823604640434 0.9523251873739044 82.24917615851031 78.32796209650259 0.6899694834579455 0.8035322858350605 0.763607432161009 0.11304774615031205
0.6955166733159461 0.8475471724239325 0.6401286487122053 -0.4026069667203729 0.8026068081921167 80.71903591140195 64.78564777319517 0.8659697304087282 -0.790572670475537 0.6034981407820174 0.0950556236088252
0.7934557617500146 0.4020522275496232 0.5276721418100407 0.6414242811880388 0.7217092225659267 86.24564383831422 62.24427656424756 0.9853537758751316 0.7967089866202752 0.6739995061427041 0.3512807168263583
0.9594792084690446 0.5456814466926116 -0.6445080131344229 0.2743707557650715 0.7798171779718333 89.34099146594632 69.6696398421799 0.6237011268473609 0.5434280564542564 0.7336154568019697 -0.2818483675231161
0.7288144451344998 0.8999021213614944 -0.5407936520371263 -0.04882223252424059 0.6248514454800763 85.39937828925233 53.36192496713914 0.7245733477761401 -0.737036855001124 0.6130461276954438 -0.2594644691819184
0.722275813971 0.67826571927 0.9494330785836192 0.27855014310863074 0.170081932203 240.31987164236642 40.87406811562597 0.4067592400477996 -0.020398553135332377 0.22677255588421485 0.6135350710319892
0.34196491192049605 0.9055689748579916 0.45574415465664403 -0.1799015653302303 0.6765196975996557 88.02058934991452 59.54766248954764 0.7830601026881793 -0.557403109022735 0.5703087955752405 0.02721976335525532
0.3407077926778233 0.9422539196229336 -0.03397072917180367 0.2306561386041868 0.9781586572427188 71.71959546463705 70.15314319768036 0.9162206906093888 -0.8040604369675549 0.8939964995827858 0.10161754898465243
0.36892544980499997 0.82267600285 0.6233559306150286 -0.015984073566218792 0.423794674345 107.04211164605452 45.36387684628973 0.7707075008640891 0.7717220937688646 0.3913824678477705 0.15760635466880726
0.9930830293619999 0.527186665721 0.2559944112564297 -0.8416018080742353 0.56453988659 104.28159181771706 58.87111801815528 0.7974199159487229 -0.05532955480086497 0.9599917764123193 0.00239555579861216
0.781605748881 0.384596727355 -0.8408824282080738 0.5637556262173551 0.609395661944 119.13371193391696 72.59956724383687 0.2999007374663302 -0.7382227902296473 0.4230189689361784 -0.3262779048107779
0.662135038993 0.355062708943 0.7017549867685376 -0.3272219104799613 0.9837271569410001 78.99183462699084 77.70641289916398 0.7406194026163208 -0.05623290492293418 0.4717171673212626 0.17661850078700006
0.664262878927 0.121246967632 -0.00531019641367983 0.4763657153301215 0.482333375786 110.14654729371624 53.1273559873552 0.5575926274158166 -0.7871654559981967 0.6642535131679794 0.01641411854694981
0.776719896571 0.7806638071289999 -0.10442115301231612 -0.4907189253000831 0.841705222675 88.83300292498402 74.77120250788546 0.593263261847854 0.5198104891822686 0.7724736992214147 -0.2191186154645592
0.9325998214579999 0.5139219145130001 0.3356317444554501 0.763368017031805 0.349494356162 128.84419152531117 45.03031776237657 0.7838879446486166 0.09464874244960633 0.8785027609286914 0.33354772941345434
0.5078785428029999 0.22604904345 0.3533090723490243 -0.9914286551188302 0.724085412155 101.65524002679469 73.60707637256381 0.5157038629724076 -0.2597855652046275 0.4751237559623134 0.00995439637892313
0.9525034059581478 0.0522972803987293 0.4716185416308794 -0.4106250298727462 0.3012132460629232 140.44671256954808 42.30441019193993 0.7267658316377325 -0.04383969181316411 0.8399200478384493 0.340259248757211
