dec ra theta_jn psi phase geocent_time a_1 a_2 cos_tilt_1 cos_tilt_2 phi_12 phi_jl mass_ratio chirp_mass luminosity_distance duration
-0.3606881101953671 3.5724969830003515 2.635630275261144 0.6485297580158985 5.827699571389881 -0.011576358035437634 0.08991591806440828 0.10218293965870827 -0.012103736273843358 -0.08596877303110838 5.52096119522135 0.0 0.8741376452822567 30.55313217566764 445.06367667551285 4
-0.6380271556365681 3.504964314844957 3.0734370679373253 0.7669012363202684 0.8102400909135379 -0.09665530561694533 0.07044122751195747 0.0732530476038273 -0.5907451202463097 -0.6228639505466804 2.9838691825676973 3.1415926535897927 0.5009744191740394 21.75955893747408 573.5905655601529 4
0.7691324122915749 1.2459461834856704 0.480618852765195 0.93745596321331 3.2905456258385217 -0.020397582092624475 0.16492101442181034 0.3837065687689885 0.7878562161810855 0.6039204993789381 2.2202874349916377 0.0 0.8050862040373419 28.577635335245407 333.92598973653463 4
0.05343709232221552 2.861266899610994 0.07839559375707135 3.0056327021087688 5.445634056592832 -0.057409377547859575 0.17693830875668767 0.3101065741741183 0.4424708240571521 0.3057672048244889 2.4094301232631983 -0.0 0.7826356915233028 17.48081470260266 415.9478848425698 4
-0.2803242323845415 4.8680774490391725 2.4686786016135867 2.1714553051371865 5.005800012376592 -0.005706531174153096 0.1627273570346474 0.3643264973490291 0.6357750359038933 0.8336744152240014 1.8089286813944756 0.0 0.8866339807218028 19.280074207542828 268.3207337173011 4
0.4882488034707947 6.263971622693519 2.1304357096977187 0.24444276663494136 1.739825276867791 0.0023378632819399674 0.16665696580301206 0.2216577923825044 -0.4305476141576581 -0.26587841600399986 0.6753474026434743 0.0 0.9933222351650316 30.541098150411678 137.99614422793832 4
0.8781980727463691 1.3898423948186496 3.1033113992771777 1.6705495908482448 3.9172144539290175 -0.07185670327961348 0.22419187532728613 0.020318181861357226 0.1950100961439808 0.3612025530430392 4.236008498559168 0.0 0.4727959668078641 16.692301354549645 289.7570880213084 4
-0.4470160070564667 2.8531480977356813 0.2378832977655313 2.778550859448146 4.535679049309076 0.07980291582595153 0.4841907762586901 0.19001616493546106 0.4150212697060869 0.07353019784023243 4.488231525861926 3.1415926535897927 0.7321743369029156 14.217104822250445 349.7966977412041 4
0.3068240656448726 0.8462158012952588 3.0391100587615134 1.3455648932523994 2.009207180990583 0.06388582617368341 0.009153129273562715 0.2282020307002265 0.9053192725716208 0.8110665391683909 5.394498828906922 0.0 0.40948718109889626 38.421178185126635 582.9253210844612 4
0.5223761158128395 3.2792609634881207 0.4200770040588345 1.6513471670651982 4.94908217399777 -0.05884166893950923 0.32756690990715825 0.4665056170936259 0.5439913104891952 0.797693028987948 2.336439725323903 0.0 0.9624340952075444 33.62359040579919 231.27187985655075 4
-0.5068311964030682 0.2508153435898422 0.9619610621575287 0.6204725317092883 2.671187370919472 -0.09526572346185064 0.08733311184138187 0.34604238407405513 0.5412341806951657 0.7947064815048259 3.7232191566853 -0.0 0.6950301311165796 46.88818928285411 338.11196279223185 4
0.7578918498180985 4.465635923714128 3.0436543994431133 3.025216862708227 2.3097389281899403 -0.061257787271871124 0.07383178181995241 0.07335179150814912 0.3842665783397137 0.6542248486742882 0.8112923472814032 -0.0 0.8014402528083929 35.37729376783668 493.67224873275995 4
-0.44393683023943736 3.0236536607016538 3.0216745167860903 0.9547839298245712 1.695109491333154 -0.031659675124424684 0.16760019086384734 0.025227659334154443 0.04491374567813182 0.4323582064077961 2.5692329354675065 -0.0 0.5558740213436856 23.51466329143276 459.6918614795415 4
-1.3854072750288604 3.703219276526277 1.4965945559214482 1.4866290463025391 2.6876493424068397 0.025999227735520075 0.01612518100587815 0.1639930886739753 0.11070001032942686 0.05876730040822864 4.77545938476473 -0.0 0.7631956822896734 26.969373128774052 300.87738563676555 4
0.005542837453624747 2.5711862061043247 0.5857881824532607 2.2375566435467498 4.70776383767536 -0.07610965666450505 0.07620986363542963 0.07692933286727842 -0.12061414280919908 -0.02003704840769876 2.531503330740517 3.1415926535897927 0.7884392081303319 30.13966082969913 347.3031201973919 4
-0.6947529287892411 2.0661483863101138 0.18839918976386344 1.0537556657382765 1.7982669407046925 -0.03968649126464743 0.3693847834707173 0.2463098029369972 -0.6345486077915589 -0.4822927652487165 6.163201512817245 0.0 0.8447995391688234 30.950688453208514 205.2255361769193 4
-1.3645128170785648 1.3005039078721865 2.6004924197993176 1.9927261673210868 4.320150391243844 -0.0383491985848996 0.37201754028764616 0.3505581160606725 0.7297996376486339 0.7426582336437006 3.7875923451242697 0.0 0.9889378460611395 33.950051781408035 418.2102996431385 4
