dec ra theta_jn psi phase geocent_time a_1 a_2 cos_tilt_1 cos_tilt_2 phi_12 phi_jl mass_ratio chirp_mass luminosity_distance duration
0.40280083506686704 0.2267272622802973 2.754869474874632 1.3313525410490357 1.8840668042450872 -0.02610225703449323 0.1488875702086368 0.11922793022094676 0.9682892392946196 -0.259360695138708 1.4242673903361451 0.0 0.9696972868077348 30.318854052210344 725.7117954268068 4
1.3237503118458736 3.5781460095698163 0.6780541175015785 2.5580057073982223 5.099453337027174 0.010390467939373968 0.1906259431777932 0.031792152337742484 0.5347138143066322 -0.2657621548215417 3.6188711033524688 0.0 0.8643584097568648 33.695605676809826 366.6037575215864 4
-1.0285067063950588 2.5972889906081096 0.2031876232776422 2.5013316874090754 2.3453444629023275 -0.06463602052572376 0.2057496002109311 0.2174197738514451 0.7592238138412885 -0.677446657218589 6.2218507498798825 3.1415926535897927 0.4983761981333629 24.70830776561507 360.8984759628626 4
-0.13971531311036314 3.0338023395120883 0.1957502207090115 1.4723329737150608 4.135653808508781 -0.08864499476120168 0.15285746868443928 0.059997586547655024 0.9897524498942728 -0.6840693611468691 2.908556535699108 -0.0 0.6606053280658171 26.45314043919134 655.7004447398788 4
-0.5074002127611679 2.7193301753879933 0.8901399312514237 0.6313565758417053 6.193666432450051 -0.04254930471968399 0.21192263440963868 0.1360997590848757 0.8830345510161277 -0.18554394647503325 0.8599805912090295 -0.0 0.8830982751045893 51.1523236789252 846.2202854848313 4
-1.3362905570590855 6.234544047716402 2.6593804311632017 1.6055314499853612 3.364778303650662 -0.02612911056321369 0.10429018555579324 0.14873555796809768 0.8630617149549145 -0.2685032549740208 3.0978369881547376 -0.0 0.9896483733245884 26.696467138621212 156.671943585898 4
0.17219047959005074 1.7515416655344251 2.97367935391846 0.06405536204906492 3.8254494567485713 -0.08069645170533543 0.4407773583362629 0.15730316865071448 0.5719247350271929 0.8636590931401704 4.273743198550713 0.0 0.6579455140095434 47.8186212832714 609.5626662121438 4
0.5509239654186582 5.84221408669746 2.933529878901132 0.9284712328279564 3.605551049072507 0.060486699962868574 0.2447161188283677 0.17263369824656574 0.6603819163012348 0.258010763260566 3.726290867464419 3.1415926535897927 0.7752026518576218 48.51057144411403 1173.765448657536 4
-0.2743624109618738 3.9830391715726288 0.5768388232706394 0.7772558492857263 6.121420117727692 -0.0244752063437326 0.04594019801474033 0.027061511655214133 0.6357311241616731 0.09358300154720617 5.295525316863476 0.0 0.6463305284869463 28.32865449971305 468.1456925621698 4
-0.7458150479699647 2.9874080964168788 0.4129054861748026 2.9728411945050444 1.813965583763692 0.01693777995541748 0.22077036809786726 0.15554602160881828 0.5295808527748438 -0.29365072437891626 4.057752703495197 0.0 0.992791756434263 35.60134999174166 564.8153270704631 4
0.1176321789072742 2.6629023375475205 2.654945341922556 0.9501126210019186 3.958265694332647 -0.09202737506229383 0.12907582356856334 0.3697199834233482 0.5359354562257891 0.15955018401178475 2.504008793605783 0.0 0.7920520094492299 27.406885553926806 467.36103681282316 4
1.4211294207375271 1.0812968232042974 0.1930278592730835 1.032311946449603 1.826187793026072 -0.09520655301145914 0.09623848509201154 0.035397459989356984 0.6709562175285131 0.6308729175341508 3.0208499016664345 3.1415926535897927 0.8744650088020579 24.05093736971268 487.97065086339995 4
0.1464526500110061 0.8301951565960871 2.7223109503629237 1.8798960142633163 1.856886433486393 0.020045840023169642 0.3775492911219765 0.07085436735947483 0.9824291283887672 -0.2948367280946845 0.9875620529822364 3.1415926535897927 0.9903090208883484 31.658289986355697 542.4412140880937 4
0.11784821591843822 5.661908838253987 0.37914395181782784 1.4662858168927138 0.7330650333590858 -0.07398374512290062 0.16604141178409929 0.2661673198769772 0.6305864775721757 0.8158810949699312 0.6911108276226225 0.0 0.6824253105861628 25.59482685552637 543.4188601642795 4
-0.7042730594550375 4.447199427623441 2.520957765191662 1.3519841787653537 3.45194823457448 0.04794616302680735 0.2321492709208436 0.23800979819283785 0.889272706577318 -0.6818644392526015 5.875404734416769 -0.0 0.7585827056097864 27.67513949557525 426.97301933991065 4
